tweet_id,customer_text,predicted_intent,confidence,auto_handle,decision_reason,reply,retrieval_score,human_reply_score,judge_correctness,judge_grounding,judge_actionability,judge_tone,judge_hallucination_risk,judge_policy_safety,judge_overall_score,judge_reason
2619779,I wish @115858 would do something to fix the notification mess on iPhone. It’s really terrible.,device_issue,0.9851204351332165,True,Auto-handle: confident intent prediction and sufficiently similar historical evidence.,"Thanks for reaching out. Based on how similar cases were handled, the relevant support path is: @525871 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9",0.2650839297479458,4.0,4,4,4,4,1,4,4,Grounded in retrieved historical evidence (top similarity: 0.265). Actionability score 4/5. Direct response grounded in historical support patterns.
2630201,@AppleSupport It’s happened quite a lot since I updated. I rest my phone &amp; is fine until I open a app then it goes away,status_followup,0.8774181827909456,False,Escalate: no sufficiently similar historical resolution (score 0.17).,Thanks for reaching out. A support specialist should review this request and assist you further.,0.174934666813826,4.0,4,3,3,4,1,5,3,Grounded in retrieved historical evidence (top similarity: 0.175). Actionability score 3/5. Appropriate escalation path applied.
2422611,@AppleSupport @115858 What's wrong with this picture? I was just emailed this. https://t.co/9u2RaOApzt,other,0.9692795905079468,True,Auto-handle: confident intent prediction and sufficiently similar historical evidence.,"Thanks for reaching out. Based on how similar cases were handled, the relevant support path is: @470341 We can offer some guidance with that.  Please meet us in DM so we can assist. https://t.co/GDrqU22YpT",0.5121096042405728,4.0,4,5,4,4,1,4,3,Grounded in retrieved historical evidence (top similarity: 0.512). Actionability score 4/5. Direct response grounded in historical support patterns.
2787826,@AppleSupport @115858 The battery is non existent and the iOS hasn’t stopped sucking since you released iOS 11,device_issue,0.7983348384129624,True,Auto-handle: confident intent prediction and sufficiently similar historical evidence.,"Thanks for reaching out. Based on how similar cases were handled, the relevant support path is: @384426 We'd like to help. DM us which country you're in and details on how long you've had iOS 11.0.3 installed. We'll help. https://t.co/GDrqU22YpT",0.2421256738896722,3.0,3,3,4,4,1,4,3,Grounded in retrieved historical evidence (top similarity: 0.242). Actionability score 4/5. Direct response grounded in historical support patterns.
2562296,@115858 need to hurry up and bring out an update that will stop my phone from feeezing every two minutes. It’s really starting to piss me off now. The phone has its own mind mothers.,status_followup,0.8344802017050553,True,Auto-handle: confident intent prediction and sufficiently similar historical evidence.,"Thanks for reaching out. Based on how similar cases were handled, the relevant support path is: @691123 Thank you for reaching out to us. We know how important it is to have this resolved as quickly as possible. To start, have you updated your device to 11.1.1? You can update your device by following these steps: https://t.co/80YRnjDFDk",0.3130732227638484,4.0,4,4,4,4,1,4,4,Grounded in retrieved historical evidence (top similarity: 0.313). Actionability score 4/5. Direct response grounded in historical support patterns.
1968271,@116333 still waiting on the call or help from you about the issue of my property missing,other,0.6912462318277649,False,Escalate: no sufficiently similar historical resolution (score 0.18).,Thanks for reaching out. A support specialist should review this request and assist you further.,0.1802885387494765,3.0,4,3,3,4,1,5,3,Grounded in retrieved historical evidence (top similarity: 0.180). Actionability score 3/5. Appropriate escalation path applied.
1148404,My phone tripping white lines just came across my screen @AppleSupport 🤷🏾‍♀️🤦🏾‍♀️😩,device_issue,0.9535052751785011,True,Auto-handle: confident intent prediction and sufficiently similar historical evidence.,"Thanks for reaching out. Based on how similar cases were handled, the relevant support path is: @456291 We're here to help. Meet us in DM and we'll take a look at this together. https://t.co/GDrqU22YpT",0.2927010463107368,3.0,4,4,4,4,1,4,3,Grounded in retrieved historical evidence (top similarity: 0.293). Actionability score 4/5. Direct response grounded in historical support patterns.
427853,"@AppleSupport Good day, it’s ok, I think it fixed itself this morning. Thank you:)",other,0.9639040892426629,True,Auto-handle: confident intent prediction and sufficiently similar historical evidence.,"Thanks for reaching out. Based on how similar cases were handled, the relevant support path is: @495465 You're welcome. Please feel free to contact us back if you have any other questions or concerns.",0.26026442982325804,2.0,4,4,2,4,1,4,4,Grounded in retrieved historical evidence (top similarity: 0.260). Actionability score 2/5. Direct response grounded in historical support patterns.
947830,"I’m having LOTS of trouble with my iPhone 5S and iOs 11. It turns off every hour, and it’s so slow every time I do anything. @AppleSupport",device_issue,0.9906514133590716,True,Auto-handle: confident intent prediction and sufficiently similar historical evidence.,"Thanks for reaching out. Based on how similar cases were handled, the relevant support path is: @180074 Are you using a beta version? Let us know in DM: https://t.co/GDrqU22YpT",0.3610957219993938,4.0,4,5,4,4,1,4,3,Grounded in retrieved historical evidence (top similarity: 0.361). Actionability score 4/5. Direct response grounded in historical support patterns.
2943325,"@813134 @813135 @809705 @809706 @AppleSupport I’m with Telstra. Having the issue with text message forwarding to all my devices, however, iMessage works on my iPhone X.",device_issue,0.8994473160726333,True,Auto-handle: confident intent prediction and sufficiently similar historical evidence.,"Thanks for reaching out. Based on how similar cases were handled, the relevant support path is: @626382 We can help. Here’s a work around for the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9",0.22705921002763857,3.0,3,3,4,4,1,4,3,Grounded in retrieved historical evidence (top similarity: 0.227). Actionability score 4/5. Direct response grounded in historical support patterns.
2120275,@AppleSupport Yet another day of being sent registration code after registration code and still no joy.,other,0.8807380813505726,False,Escalate: no sufficiently similar historical resolution (score 0.18).,Thanks for reaching out. A support specialist should review this request and assist you further.,0.17692122592153384,2.0,4,3,3,4,1,5,3,Grounded in retrieved historical evidence (top similarity: 0.177). Actionability score 3/5. Appropriate escalation path applied.
1590551,@AppleSupport I got a new phone earlier today and I  restored it from my iTunes 2 hours ago and still no apps have downloaded??,app_service_issue,0.566319657555145,False,Escalate: classifier confidence 0.57 is below 0.68.,Thanks for reaching out. A support specialist should review this request and assist you further.,0.22937127419873127,4.0,4,3,3,4,1,5,3,Grounded in retrieved historical evidence (top similarity: 0.229). Actionability score 3/5. Appropriate escalation path applied.
1617823,"Hey @115858 &amp; @AppleSupport, why is my phone changing my capital I️’s into question marks???",other,0.9806956676737908,True,Auto-handle: confident intent prediction and sufficiently similar historical evidence.,"Thanks for reaching out. Based on how similar cases were handled, the relevant support path is: @664416 Our recent update should fix that. Check out the information here: https://t.co/xXaXeeSRt9",0.3904267145356322,5.0,4,5,4,4,1,4,4,Grounded in retrieved historical evidence (top similarity: 0.390). Actionability score 4/5. Direct response grounded in historical support patterns.
53553,@AppleSupport I did. It took multiple attempts to finally get it to the restore/reset option. I wiped it Bc my last backup had the passcode on already.Thx,order_purchase,0.6261503811882879,False,Escalate: classifier confidence 0.63 is below 0.68.,Thanks for reaching out. A support specialist should review this request and assist you further.,0.2691685655754043,2.0,4,4,3,4,1,5,3,Grounded in retrieved historical evidence (top similarity: 0.269). Actionability score 3/5. Appropriate escalation path applied.
1889362,Just wanted to reiterate this @AppleSupport - new podcast app is terrible-the constant crashes-battery going from 80 to 0% for no reason 😔 https://t.co/qNJudEVRL6,device_issue,0.9977766031818976,True,Auto-handle: confident intent prediction and sufficiently similar historical evidence.,"Thanks for reaching out. Based on how similar cases were handled, the relevant support path is: @510094 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9",0.2003571075607165,4.0,3,3,4,4,1,4,3,Grounded in retrieved historical evidence (top similarity: 0.200). Actionability score 4/5. Direct response grounded in historical support patterns.
1906030,"@AppleSupport yo iOS 11 is sooooo buggy and it’s making my phone crash every 20 minutes, rendering it useless amongst other issues 👎🏼👎🏼",device_issue,0.8157741236759288,False,Escalate: no sufficiently similar historical resolution (score 0.18).,Thanks for reaching out. A support specialist should review this request and assist you further.,0.17559960736885444,3.0,4,3,3,4,1,5,3,Grounded in retrieved historical evidence (top similarity: 0.176). Actionability score 3/5. Appropriate escalation path applied.
1170839,"@AppleSupport why following the initial recent update does the WiFi keep turning itself on, even after expressly turning it off #iphone6s",device_issue,0.9797150513236922,True,Auto-handle: confident intent prediction and sufficiently similar historical evidence.,"Thanks for reaching out. Based on how similar cases were handled, the relevant support path is: @343721 You can refer to the following article on how to manage Wi-Fi in iOS 11: https://t.co/G7BHuQnDS6",0.3155364330289687,4.0,4,4,4,4,1,4,4,Grounded in retrieved historical evidence (top similarity: 0.316). Actionability score 4/5. Direct response grounded in historical support patterns.
81988,Okay but why has my iPhone 6 battery been dying 500x faster since installing IOS11?? 🙃 @AppleSupport,device_issue,0.9954570637725498,True,Auto-handle: confident intent prediction and sufficiently similar historical evidence.,"Thanks for reaching out. Based on how similar cases were handled, the relevant support path is: @298764 We know you need to get as much battery as possible to get through your day. Which device is giving you these issues?",0.3194106162731385,3.0,4,4,2,4,1,4,4,Grounded in retrieved historical evidence (top similarity: 0.319). Actionability score 2/5. Direct response grounded in historical support patterns.
82011,@AppleSupport imma need y’all to fix this “I.T” thing . cause i’m about tired . keyboard shortcut trick doesn’t work 🤷🏽‍♀️,other,0.9411577808916043,True,Auto-handle: confident intent prediction and sufficiently similar historical evidence.,"Thanks for reaching out. Based on how similar cases were handled, the relevant support path is: @483408 We'd be happy to assist.  Let us know in DM the iOS version you're currently using. https://t.co/GDrqU22YpT",0.39783152237436414,4.0,4,5,4,4,1,4,3,Grounded in retrieved historical evidence (top similarity: 0.398). Actionability score 4/5. Direct response grounded in historical support patterns.
2447573,"@AppleSupport i’m currently on 11.1.1, any other suggestions https://t.co/dpWcId3Voz",other,0.9176353066471048,True,Auto-handle: confident intent prediction and sufficiently similar historical evidence.,"Thanks for reaching out. Based on how similar cases were handled, the relevant support path is: @789348 The Sales Support Team would need to help you with reservations.",0.33112089781489135,4.0,4,4,2,4,1,4,4,Grounded in retrieved historical evidence (top similarity: 0.331). Actionability score 2/5. Direct response grounded in historical support patterns.
